autor,numero_episodio,titulo_episodio,cita,orden_cita,temporada
Joey,22,Raquel llega tarde,¡Seguro! ¡¿Por qué no?!,9,8
Monica,22,Raquel llega tarde,"¡Oh, me encanta tomar limusinas cuando nadie murió!",10,8
Rachel,22,Raquel llega tarde,"Bueno, obviamente no podré venir, para aquellos de ustedes que no han revisado sus calendarios, hoy es mi fecha de parto. Bueno, ya saben, sólo quiero tomarme un momento y agradecerles por lo genial que han sido durante este tiempo. Realmente no podría haberlo hecho sin ti. ¡Y estos últimos nueve meses me han encantado! Y aunque tengo muchas ganas de que llegue la siguiente parte, realmente extrañaré estar embarazada.",11,8
Rachel,22,Raquel llega tarde,"Así es, ¡todavía no hay bebé! (A Monica, Joey y Chandler en el sofá) ¡Vamos gente! ¡Por favor, haz espacio!",12,8
Ross,22,Raquel llega tarde,"Cariño, ¿tal vez estarías más cómoda aquí? (Se levanta del sillón verde.)",13,8
Rachel,22,Raquel llega tarde,Tú. Como si no hubieras hecho lo suficiente.,14,8
Ross,22,Raquel llega tarde,"Mira, sé lo miserable que eres, desearía que hubiera algo que pudiera hacer. Quiero decir, desearía ser un caballito de mar. (Ella lo mira fijamente) Porque en los caballitos de mar es el macho, ellos cargan a los bebés. Y luego también umm, estaría muy lejos en el mar. (Se vuelve a sentar.)",15,8
Rachel,22,Raquel llega tarde,Dios. (Se sienta.) ¡Nunca me había sentido tan incómodo en toda mi vida!,16,8
Phoebe,22,Raquel llega tarde,"Oh, lo sé, he estado allí. Recuerdo hacia el final",17,8
Rachel,22,Raquel llega tarde,"(interrumpiéndola) Oh Phoebe, esa es una gran historia. ¿Puedes decírmelo cuando me traigas un té helado? (Phoebe se levanta y Rachel gime.) (Al bebé) ¡Oh Dios, lárgate! ¡¡Salir!! ¡¡Salir!! ¡¡Salir!!",18,8
Chandler,22,Raquel llega tarde,Vamos. (Todos se levantan y dejan a Rachel.),19,8
Chandler,22,Raquel llega tarde,¡Ey! ¿Ya tuviste el bebé?,21,8
Rachel,22,Raquel llega tarde,¿Quieres que vaya allí y me siente encima de ti? Porque lo haré.,22,8
Monica,22,Raquel llega tarde,¿Qué haces aquí tan temprano?,23,8
Rachel,22,Raquel llega tarde,"Me enviaron a casa del trabajo. Me decían: ""¡Empieza tu licencia de maternidad ahora! Descansa, prepárate para el bebé"". Bueno, ¿sabes qué? ¡Que se jodan! Si no me quieren allí, simplemente pasaré el rato con ustedes.",24,8
Phoebe,22,Raquel llega tarde,O puedes hacer trabajo voluntario.,25,8
Joey,22,Raquel llega tarde,¿Hola?,26,8
Estelle,22,Raquel llega tarde,"Joey! ¡Es Estelle! Buenas noticias, pude conseguir entradas para ti y un invitado para tu estreno.",27,8
Joey,22,Raquel llega tarde,¿Un invitado? ¡Me dijiste que puedo tener seis boletos!,28,8
Estelle,22,Raquel llega tarde,"Bueno, vendí cuatro de ellos en Ebay. Estarás sentado junto a HotGuy372.",29,8
Joey,22,Raquel llega tarde,Ay dios mío. ¡¿Entonces eso es todo?! ¿Solo puedo traer un invitado?,30,8
Estelle,22,Raquel llega tarde,"Sí, ¿a qué hora quieres recogerme? (Joey le cuelga.) ¿Hola?",31,8
Joey,22,Raquel llega tarde,"(a Monica, Chandler y Phoebe) ¿Oíste eso? Sólo obtengo una entrada extra para mi estreno. Así que de alguna manera tengo que elegir entre ustedes tres y Ross.",32,8
Rachel,22,Raquel llega tarde,(escuchando eso) ¿Qué-qué hay de mí?,33,8
Joey,22,Raquel llega tarde,Dijiste que no querías ir.,34,8
Rachel,22,Raquel llega tarde,Yo no. Pero aún así me gustaría que me reconocieran. ¿Qué? Sólo porque estoy embarazada piensas que soy invisible.,35,8
Joey,22,Raquel llega tarde,Definitivamente no es invisible.,36,8
Monica,22,Raquel llega tarde,"Bueno, bueno, a Ross no le importaba lo suficiente estar aquí, así que creo que está fuera. Si duermes, pierdes.",37,8
Chandler,22,Raquel llega tarde,"No está durmiendo, está dando una clase.",38,8
Monica,22,Raquel llega tarde,"Bueno, entonces alguien está durmiendo. Joey, no es que esto deba afectarte en absoluto, pero si me eligieras a mí, estaba planeando usar un vestido de lentejuelas, cortado hasta aquí. (Señala su estómago justo encima del ombligo.)",39,8
Chandler,22,Raquel llega tarde,No he visto este vestido.,40,8
Monica,22,Raquel llega tarde,Protagonizar una película.,41,8
Phoebe,22,Raquel llega tarde,"Joey, elige a quien quieras. ¿Bueno? Simplemente escucha a tu corazón. ¿Qué te dice? (Imitando un latido del corazón y golpeándose el pecho.) Phoebe, Phoebe.",42,8
Joey,22,Raquel llega tarde,"Bueno, creo que quiero llevarme a Chandler.",43,8
Phoebe,22,Raquel llega tarde,"(todavía imitando los latidos del corazón, sólo que más rápido) Phoebe-Phoebe-Phoebe-PhoebeBurrrrr! (Imita el sonido de un monitor cardíaco al activarse).",44,8
Chandler,22,Raquel llega tarde,¿De verdad quieres llevarme?,45,8
Joey,22,Raquel llega tarde,"¡Sí! ¡Sí! Quiero decir, lo siento, desearía poder llevar a todos, pero ya sabes, Chandler siempre apoyó mi carrera. Le han pagado clases de actuación, fotografías de rostros y esas cosas, y bueno, esta será mi forma de devolverte el dinero.",46,8
Chandler,22,Raquel llega tarde,¿Entonces nunca me vas a devolver el dinero?,47,8
Monica,22,Raquel llega tarde,"Espera un minuto, ¿sólo porque pagó por tus fotos en la cabeza vas a aceptarlo? Joey, ¡no creo que estés comprendiendo lo cachondo que es este vestido!",48,8
Joey,22,Raquel llega tarde,"No son sólo las cosas por las que pagó, quiero decir, es todo. ¿Sabes? Leyó líneas conmigo. Él-él fue conmigo a las audiciones cuando estaba muy nervioso, y luego me consoló cuando no conseguí los papeles que realmente quería. Siempre creíste en mí hombre. Incluso, incluso cuando no creía en mí mismo.",49,8
Chandler,22,Raquel llega tarde,Siempre supe que lo lograrías. Estoy muy orgulloso de ti.,50,8
Joey,22,Raquel llega tarde,Gracias. Eso significa mucho para mí.,51,8
Phoebe,22,Raquel llega tarde,"Mon, tal vez uno de estos tipos quiera usar tu vestido.",52,8
Joey,22,Raquel llega tarde,(con voz varonil) Voy a afeitarme. (Se levanta.),53,8
Chandler,22,Raquel llega tarde,"(con voz varonil) Sí, bueno, voy a escupir. (Entra en el dormitorio. Al salir, Joey evita a Rachel.)",54,8
Rachel,22,Raquel llega tarde,"Oh, tengo que orinar. Si no salgo en cinco minutos es porque me he ahogado con el hedor del popurrí. (Entra al baño.)",55,8
Phoebe,22,Raquel llega tarde,"Cuando ella salga, le taparás la nariz, le soplaré en la boca y el niño simplemente (hace un sonido de estallido) saldrá de ella.",56,8
Monica,22,Raquel llega tarde,"¡Tiene más de una semana de retraso! Tiene que tenerlo hoy, ¿verdad?",57,8
Phoebe,22,Raquel llega tarde,No lo sé. Creo que todavía pasará un tiempo.,58,8
Monica,22,Raquel llega tarde,"Hmm, ¿te importaría hacerlo interesante? Te apuesto que lo tendrá mañana a esta hora.",59,8
Phoebe,22,Raquel llega tarde,¡Estás listo!,60,8
Monica,22,Raquel llega tarde,"Vale, ¿cuánto?",61,8
Phoebe,22,Raquel llega tarde,¡Cien mil dólares!,62,8
Monica,22,Raquel llega tarde,¿Qué tal cincuenta dólares?,63,8
Phoebe,22,Raquel llega tarde,¡Bien! Llamaré a Zurich y moveré algo de dinero.,64,8
Rachel,22,Raquel llega tarde,"(llamando desde el baño) ¡Muy bien, a quién le toca ayudarme a levantarme!",65,8
Phoebe,22,Raquel llega tarde,¡No hay nadie aquí! (Mónica la mira.) ¡Maldita sea!,66,8
Chandler,22,Raquel llega tarde,¡Esto es tan emocionante! ¡Es tan glamoroso! Gente tomándonos fotos. ¿Cómo me veo?,67,8
Joey,22,Raquel llega tarde,Un poco alto.,68,8
Chandler,22,Raquel llega tarde,¿Qué?,69,8
Joey,22,Raquel llega tarde,¿Te importaría agacharte un poco para que parezca más alto? (Chandler lo hace) Ahí lo tienes. (Y caminan por la alfombra roja.),70,8
Chandler,22,Raquel llega tarde,Es tan glamoroso.,71,8
Phoebe,22,Raquel llega tarde,"Ah, hola lunes? ¡Rach está aquí! Ohh, todavía estás embarazada. Oh, lo siento. Sé lo incómodo que te sientes. ¿Sabes qué? Te ves genial. Sí, como cincuenta dólares.",72,8
Rachel,22,Raquel llega tarde,"Oh, tengo que ir a orinar. Aparentemente este bebé piensa que mi vejiga es un juguete para apretar. (Va al baño.)",73,8
Monica,22,Raquel llega tarde,¡Maldita sea! ¡¡Maldita sea!! ¡Aquí están tus cincuenta dólares! (Le paga a Phoebe.),74,8
Phoebe,22,Raquel llega tarde,"Es interesante que hayas perdido. Ahora lo olvido, ¿te gusta perder?",75,8
Monica,22,Raquel llega tarde,¡Ahora basta! ¡Doble o nada que lo tenga mañana!,76,8
Phoebe,22,Raquel llega tarde,¡Bien! ¡Estás listo!,77,8
Monica,22,Raquel llega tarde,Bueno.,78,8
Phoebe,22,Raquel llega tarde,"Hasta entonces, general Grant, ¿por qué no instala el campamento allí mismo? (Se pone el billete en el sujetador).",79,8
Ross,22,Raquel llega tarde,"(entrando) Oye, ¿está Rachel aquí? Tenemos cita con el médico.",80,8
Monica,22,Raquel llega tarde,Ella está en el baño.,81,8
Ross,22,Raquel llega tarde,"Rach, tenemos que irnos.",82,8
Rachel,22,Raquel llega tarde,¡¡¡En un minuto!!!,83,8
Ross,22,Raquel llega tarde,"La gente me pregunta por qué no estamos juntos, simplemente no sé qué decirles.",84,8
Rachel,22,Raquel llega tarde,"(entrando) Está bien, está bien. ¡Vamos!",85,8
Ross,22,Raquel llega tarde,"¿Quieres ir a cambiarte primero? El médico mantendrá el consultorio abierto hasta tarde para nosotros, pero si te das prisa",86,8
Rachel,22,Raquel llega tarde,"No, estoy bien.",87,8
Ross,22,Raquel llega tarde,¿En realidad? No crees que eso sea un poco inapropiado. (Lleva una camiseta sin mangas y tiene la barriga sobresaliendo.),88,8
Phoebe,22,Raquel llega tarde,"Buen Dios, hombre, no lo enojes.",89,8
Rachel,22,Raquel llega tarde,"Ross, afuera hace 100 grados. Por primera vez en semanas, me siento algo cómodo.",90,8
Ross,22,Raquel llega tarde,¡Bien! ¡Bien! ¿Sabes qué? Lo que quieras. ¿Bueno? Eres la mami.,91,8
Rachel,22,Raquel llega tarde,"¡Oh, uh, amigo! ¡No me llames mami! Ya es bastante malo que llames así a tu propia madre. (Mira a Mónica.)",92,8
Monica,22,Raquel llega tarde,"De hecho, estoy con ella en este caso.",93,8
Joey,22,Raquel llega tarde,"(en pantalla) ""Pensé que sabía quién era el enemigo, pero siempre fuiste tú"".",94,8
Joey,22,Raquel llega tarde,"(A Chandler) Bien, esto es todo. Se acerca mi gran escena de pelea. (Mira a Chandler y se da cuenta de que está dormido.)",95,8
Rachel,22,Raquel llega tarde,Ross.,96,8
Ross,22,Raquel llega tarde,¿Sí?,97,8
Rachel,22,Raquel llega tarde,¿Puedo preguntarte algo?,98,8
Ross,22,Raquel llega tarde,Ajá.,99,8
Rachel,22,Raquel llega tarde,Cuando Carol estaba embarazada de Ben,100,8
Ross,22,Raquel llega tarde,¿Mmm?,101,8
Rachel,22,Raquel llega tarde,¿Eras tan irritante?,102,8
Ross,22,Raquel llega tarde,¡Guau!,103,8
Rachel,22,Raquel llega tarde,¡¿Disculpe?!,104,8
Ross,22,Raquel llega tarde,"Ah, nada. ¡Nada! Sólo que últimamente has sido un poco cortante conmigo. No estoy tratando de irritarte.",105,8
Rachel,22,Raquel llega tarde,"Bueno, entonces debes tener un talento natural para ello.",106,8
Ross,22,Raquel llega tarde,"¿Sabes qué? El médico llegará pronto, ¿por qué no hablamos hasta entonces?",107,8
Rachel,22,Raquel llega tarde,"(en silencio) Está bien. (Pausa) ¡En serio, respira más fuerte Ross! ¡Eso es genial!",108,8
Ross,22,Raquel llega tarde,"¡Sabes, probablemente deberíamos preguntarle a la doctora si sabe siquiera cómo dar a luz a un bebé que es mitad humano y mitad pura maldad!",109,8
Rachel,22,Raquel llega tarde,"Hola Dr. Long, ¿cómo está?",110,8
Ross,22,Raquel llega tarde,"(a Rachel) Oh, eres amable con ella.",111,8
Rachel,22,Raquel llega tarde,¡Ella tiene las drogas!,112,8
Dr. Long,22,Raquel llega tarde,Haremos una comprobación rápida.,113,8
Rachel,22,Raquel llega tarde,Bueno. (Rachel se recuesta.),114,8
Dr. Long,22,Raquel llega tarde,"Entonces, ocho días de retraso, ¿eh?",115,8
Rachel,22,Raquel llega tarde,Sí.,116,8
Dr. Long,22,Raquel llega tarde,Debes estar un poco incómodo.,117,8
Rachel,22,Raquel llega tarde,"Eh, sólo un poco.",118,8
Dr. Long,22,Raquel llega tarde,"Estás borrado en un 80 por ciento, así que estás en camino. Todavía podría durar un poco más. Si está ansioso, hay algunas formas de ayudarlo.",119,8
Ross,22,Raquel llega tarde,Hazlos!!,120,8
Dr. Long,22,Raquel llega tarde,"En realidad, son cosas que puedes hacer. Solo algunos remedios caseros, pero en mi experiencia he descubierto que algunos de ellos son bastante efectivos.",121,8
Rachel,22,Raquel llega tarde,"Bueno, estamos listos para intentar cualquier cosa.",122,8
Dr. Long,22,Raquel llega tarde,"Bien, hay un té de hierbas que puedes beber.",123,8
Rachel,22,Raquel llega tarde,Bueno.,124,8
Dr. Long,22,Raquel llega tarde,"Puedes tomar un poco de aceite de ricino, hay que comer comidas picantes",125,8
Rachel,22,Raquel llega tarde,¡Excelente! Haremos todo eso.,126,8
Dr. Long,22,Raquel llega tarde,"dar un largo paseo, y luego está el que ha demostrado ser más eficaz: el sexo.",127,8
Ross,22,Raquel llega tarde,¡Tienes que estar bromeando!,128,8
Chandler,22,Raquel llega tarde,¡Buen trabajo Joe! ¡Bien hecho! ¡De primera categoría!,130,8
Joey,22,Raquel llega tarde,¿Te gustó? ¿Realmente te gustó?,131,8
Chandler,22,Raquel llega tarde,"¡Oh, ho, sí!",132,8
Joey,22,Raquel llega tarde,¿Qué parte exactamente?,133,8
Chandler,22,Raquel llega tarde,¡Todo el asunto! ¿Podemos irnos?,134,8
Joey,22,Raquel llega tarde,"Oh, no, no, no, dame algunos detalles.",135,8
Chandler,22,Raquel llega tarde,"Me encantan los detalles, ¡los detalles fueron la mejor parte!",136,8
Joey,22,Raquel llega tarde,"Oye, ¿qué pasa con la escena del canguro? ¿Te gustó esa parte?",137,8
Chandler,22,Raquel llega tarde,Me sorprendió ver un canguro en una epopeya de la Primera Guerra Mundial.,138,8
Joey,22,Raquel llega tarde,"¡¡Te quedaste dormido!! ¡No había ningún canguro! ¡No aceptaron ninguna de mis sugerencias! Eso es por venir, amigo. Te veré más tarde. (Empieza a salir.)",139,8
Chandler,22,Raquel llega tarde,¡No te vayas! Lo siento. ¡Lo siento mucho! (Ve a otro chico que todavía está dormido.) ¡Mira! ¡Este chico se quedó dormido! ¡Él también se quedó dormido! ¡Enojate con él! (Lo mira más de cerca.) O llame a una ambulancia.,140,8
Monica,22,Raquel llega tarde,¡Ey!,141,8
Ross,22,Raquel llega tarde,Ey.,142,8
Rachel,22,Raquel llega tarde,¡Hola!,143,8
Monica,22,Raquel llega tarde,¿Qué dijo el médico? ¿Alguna noticia sobre cuándo llegará el bebé?,144,8
Rachel,22,Raquel llega tarde,No. Pero sí nos dio algunas ideas sobre cómo inducir el parto.,145,8
Ross,22,Raquel llega tarde,"Sí, los probamos todos. Salimos a caminar, probamos un té especial, aceite de ricino, comida picante, nada funcionó.",146,8
Rachel,22,Raquel llega tarde,"Bueno, hay una cosa que no hemos probado, pero alguien piensa que (imitando a Ross) ""Eso abrirá una lata de gusanos"".",147,8
Monica,22,Raquel llega tarde,"Bueno, ¿qué es? ¿Qué es? Si va a ayudar traer al bebé aquí, como hoy. Quiero decir, creo que deberías hacerlo.",148,8
Ross,22,Raquel llega tarde,Es sexo.,149,8
Monica,22,Raquel llega tarde,¡Hazlo!,150,8
Ross,22,Raquel llega tarde,¡Mónica!,151,8
Monica,22,Raquel llega tarde,"Sólo digo que ha pasado mucho tiempo para ti. Quiero decir, las mujeres tienen necesidades. ¡Hazlo, consigue el tuyo!",152,8
Phoebe,22,Raquel llega tarde,"Oh, no sé nada de eso. No, creo que si ustedes dos tuvieran sexo las repercusiones serían catastróficas.",153,8
Monica,22,Raquel llega tarde,"Muy bien, seamos prácticos, si Ross no está dispuesto a hacerlo, no es el único chico en el mundo con el que puedes tener sexo. Puedes pedir prestado a Chandler ¡Chandler es bueno!",154,8
Ross,22,Raquel llega tarde,"Mónica, ¿qué te pasa?",155,8
Monica,22,Raquel llega tarde,Nada. Sólo quiero que el bebé nazca hoy.,156,8
Rachel,22,Raquel llega tarde,¿Por qué? ¿Por qué hoy?,157,8
Monica,22,Raquel llega tarde,¡Está bien! ¡Sigo apostando a Phoebe a que tendrás el bebé y no quiero volver a perder!,158,8
Ross,22,Raquel llega tarde,"¡¿Qué?! ¡¿Mientras ella pasaba por este infierno, tú estabas ganando dinero?! ¿Estás apostando a que tu amigo se quedará en esta miseria? (Phoebe baja la cabeza y dice que sí.)",159,8
Rachel,22,Raquel llega tarde,Aceptaré esa apuesta.,160,8
Ross,22,Raquel llega tarde,¡¿Qué?!,161,8
Rachel,22,Raquel llega tarde,"Bueno, ¡me siento miserable aquí! ¡También podría ganar algo de dinero con ello!",162,8
Ross,22,Raquel llega tarde,¿Puedo obtener algo de esa acción?,163,8
Monica,22,Raquel llega tarde,¡Espera un minuto! ¿Ahora apuesto contra ustedes tres?,164,8
Rachel,22,Raquel llega tarde,"Oh cariño, no te preocupes. Realmente siento que mañana es el día.",165,8
Monica,22,Raquel llega tarde,"¡Ah, okey!",166,8
Joey,22,Raquel llega tarde,¡Ey! ¡La Bella durmiente del bosque!,167,8
Chandler,22,Raquel llega tarde,¡¿Dónde has estado?! ¡Intenté llamarte! ¡Quiero hablar contigo! ¡Todavía me siento tan mal!,168,8
Joey,22,Raquel llega tarde,"(con voz de bebé) Oh no, ¿estabas molesta? ¿Perdiste el sueño?",169,8
Chandler,22,Raquel llega tarde,Lo siento mucho.,170,8
Joey,22,Raquel llega tarde,"¡Ajá, mira, la única razón por la que puedo venir aquí es para arreglar las cosas entre nosotros! ¿Bueno? Has hecho mucho por mí y por mi carrera. Quería devolverte el dinero, así que te llevé al estreno, ¡pero te lo perdiste! Bien, ¿cuánto te debo?",171,8
Chandler,22,Raquel llega tarde,¡¿Qué?!,172,8
Joey,22,Raquel llega tarde,"¡Dame un número, no quiero deberte nada!",173,8
Chandler,22,Raquel llega tarde,"No me debes nada, no quiero tu dinero",174,8
Joey,22,Raquel llega tarde,"¡Ah-ah-ah! ¡Estamos haciendo esto! Bien, ahora me conseguiste mi primer conjunto de fotografías en la cabeza. Bien, ¿cuánto costaron esos?",175,8
